date,last,open,high,low,percent_change
"1990年12月18日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月17日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月14日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月13日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月12日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月11日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月10日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月7日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月6日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月5日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月4日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年12月3日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月30日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月29日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月28日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月27日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月26日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月23日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月21日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月20日","5.2352","5.2352","5.2352","5.2352","0.00%"
"1990年11月19日","5.2352","5.2352","5.2352","5.2352","10.59%"
"1990年11月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年11月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月31日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月4日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月3日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年10月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月19日","4.7339","4.7339","4.7339","4.7339","-0.13%"
"1990年9月18日","4.7399","4.7399","4.7399","4.7399","0.13%"
"1990年9月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年9月4日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月31日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月3日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年8月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月31日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月3日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年7月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月20日","4.7339","4.7339","4.7339","4.7339","0.01%"
"1990年6月19日","4.7334","4.7334","4.7334","4.7334","-0.01%"
"1990年6月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月4日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年6月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月31日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月4日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月3日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年5月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年4月4日","4.7339","4.7339","4.7339","4.7339","0.01%"
"1990年4月3日","4.7334","4.7334","4.7334","4.7334","0.00%"
"1990年4月2日","4.7334","4.7334","4.7334","4.7334","-0.01%"
"1990年3月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年3月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月15日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月14日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月13日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月7日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月6日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年2月1日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月31日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月30日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月25日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月24日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月23日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月18日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月17日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月16日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月12日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月11日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月10日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月9日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月8日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月5日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月4日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月3日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1990年1月2日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月29日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月28日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月27日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月26日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月22日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月21日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月20日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月19日","4.7339","4.7339","4.7339","4.7339","0.00%"
"1989年12月18日","4.7339","4.7339","4.7339","4.7339","26.87%"
"1989年12月15日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月12日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月11日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月8日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月5日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月4日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年12月1日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月30日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月29日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月28日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月27日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月24日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月22日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月21日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月20日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月17日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月16日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月15日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月10日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月9日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月8日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月3日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月2日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年11月1日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月31日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月30日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月27日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月26日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月25日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月24日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月23日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月20日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月19日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月18日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月17日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月16日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月12日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月11日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月10日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月5日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月4日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月3日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年10月2日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月29日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月28日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月27日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月26日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月25日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月22日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月21日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月20日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月19日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月18日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月15日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月12日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月11日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月8日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月5日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年9月1日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月31日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月30日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月29日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月28日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月25日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月24日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月23日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月22日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月21日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月18日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月17日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月16日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月15日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月11日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月10日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月9日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月8日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月4日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月3日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月2日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年8月1日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月31日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月28日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月27日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月26日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月25日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月24日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月21日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月20日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月19日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月18日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月17日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月12日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月11日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月10日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月5日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年7月3日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月30日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月29日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月28日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月27日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月26日","3.7314","3.7314","3.7314","3.7314","-0.01%"
"1989年6月23日","3.7318","3.7318","3.7318","3.7318","0.01%"
"1989年6月22日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月21日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月20日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月19日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月16日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月15日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月14日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月13日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月12日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月9日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月8日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月7日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月6日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月5日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月2日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年6月1日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月31日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月30日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月26日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月25日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月24日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月23日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月22日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月19日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月18日","3.7314","3.7314","3.7314","3.7314","0.00%"
"1989年5月17日","3.7314","3.7314","3.7314","3.7314","0.00%"
