date,last,open,high,low,percent_change
"1999年3月3日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年3月2日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1999年3月1日","8.2792","8.2792","8.2792","8.2792","0.00%"
"1999年2月26日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年2月25日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年2月24日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月23日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月22日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月19日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月18日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月17日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月16日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月15日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年2月12日","8.2785","8.2785","8.2785","8.2785","0.01%"
"1999年2月11日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1999年2月10日","8.2778","8.2778","8.2778","8.2778","0.01%"
"1999年2月9日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年2月8日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年2月5日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年2月4日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年2月3日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年2月2日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年2月1日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年1月29日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年1月28日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年1月27日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1999年1月26日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1999年1月25日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1999年1月22日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"1999年1月21日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1999年1月20日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1999年1月19日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"1999年1月18日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1999年1月15日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年1月14日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"1999年1月13日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1999年1月12日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1999年1月11日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年1月8日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1999年1月7日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1999年1月6日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年1月5日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年1月4日","8.2793","8.2793","8.2793","8.2793","0.00%"
"1998年12月31日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年12月30日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1998年12月29日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1998年12月28日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"1998年12月25日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年12月24日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年12月23日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1998年12月22日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1998年12月21日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年12月18日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年12月17日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年12月16日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年12月15日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年12月14日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年12月11日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1998年12月10日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"1998年12月9日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1998年12月8日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1998年12月7日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1998年12月4日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年12月3日","8.2779","8.2779","8.2779","8.2779","-0.00%"
"1998年12月2日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1998年12月1日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1998年11月30日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1998年11月27日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1998年11月26日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年11月25日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年11月24日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年11月23日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年11月20日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年11月19日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年11月18日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年11月17日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年11月16日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1998年11月13日","8.2780","8.2780","8.2780","8.2780","0.01%"
"1998年11月12日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1998年11月11日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年11月10日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1998年11月9日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年11月6日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年11月5日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年11月4日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1998年11月3日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1998年11月2日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年10月30日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年10月29日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1998年10月28日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年10月27日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1998年10月26日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年10月23日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1998年10月22日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1998年10月21日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1998年10月20日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年10月19日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年10月16日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1998年10月15日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1998年10月14日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年10月13日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1998年10月12日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1998年10月9日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1998年10月8日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1998年10月7日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1998年10月6日","8.2779","8.2779","8.2779","8.2779","-0.00%"
"1998年10月5日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1998年10月2日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1998年10月1日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1998年9月30日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1998年9月29日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"1998年9月28日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1998年9月25日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"1998年9月24日","8.2783","8.2783","8.2783","8.2783","-0.00%"
"1998年9月23日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"1998年9月22日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1998年9月21日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年9月18日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"1998年9月17日","8.2783","8.2783","8.2783","8.2783","-0.00%"
"1998年9月16日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1998年9月15日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"1998年9月14日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1998年9月11日","8.2790","8.2790","8.2790","8.2790","-0.01%"
"1998年9月10日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年9月9日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"1998年9月8日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年9月7日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年9月4日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年9月3日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年9月2日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年9月1日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年8月31日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月28日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月27日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月26日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年8月25日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月24日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年8月21日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月20日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月19日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月18日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月17日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月14日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月13日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月12日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"1998年8月11日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年8月10日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年8月7日","8.2801","8.2801","8.2801","8.2801","0.00%"
"1998年8月6日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"1998年8月5日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年8月4日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年8月3日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月31日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月30日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月29日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月28日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月27日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月24日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年7月23日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年7月22日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年7月21日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年7月20日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年7月17日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年7月16日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年7月15日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年7月14日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年7月13日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年7月10日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年7月9日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年7月8日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年7月7日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年7月6日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年7月3日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"1998年7月2日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年7月1日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月30日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年6月29日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月26日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年6月25日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月24日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月23日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月22日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年6月19日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年6月18日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"1998年6月17日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月16日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月15日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月12日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月11日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月10日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年6月9日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月8日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月5日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1998年6月4日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1998年6月3日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1998年6月2日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年6月1日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年5月29日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"1998年5月28日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1998年5月27日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年5月26日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年5月25日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1998年5月22日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年5月21日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1998年5月20日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年5月19日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年5月18日","8.2793","8.2793","8.2793","8.2793","0.00%"
"1998年5月15日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1998年5月14日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年5月13日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年5月12日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1998年5月11日","8.2782","8.2782","8.2782","8.2782","-0.01%"
"1998年5月8日","8.2788","8.2788","8.2788","8.2788","0.00%"
"1998年5月7日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1998年5月6日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1998年5月5日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1998年5月4日","8.2785","8.2785","8.2785","8.2785","0.01%"
"1998年5月1日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1998年4月30日","8.2779","8.2779","8.2779","8.2779","-0.00%"
"1998年4月29日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1998年4月28日","8.2782","8.2782","8.2782","8.2782","-0.01%"
"1998年4月27日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1998年4月24日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1998年4月23日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年4月22日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1998年4月21日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"1998年4月20日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1998年4月17日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1998年4月16日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年4月15日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1998年4月14日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1998年4月13日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"1998年4月10日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年4月9日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年4月8日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1998年4月7日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年4月6日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年4月3日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年4月2日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年4月1日","8.2793","8.2793","8.2793","8.2793","0.00%"
"1998年3月31日","8.2793","8.2793","8.2793","8.2793","0.00%"
"1998年3月30日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1998年3月27日","8.2792","8.2792","8.2792","8.2792","0.00%"
"1998年3月26日","8.2792","8.2792","8.2792","8.2792","-0.01%"
"1998年3月25日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年3月24日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1998年3月23日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年3月20日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1998年3月19日","8.2792","8.2792","8.2792","8.2792","0.00%"
"1998年3月18日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"1998年3月17日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1998年3月16日","8.2792","8.2792","8.2792","8.2792","-0.00%"
"1998年3月13日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1998年3月12日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年3月11日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年3月10日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1998年3月9日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年3月6日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1998年3月5日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1998年3月4日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1998年3月3日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1998年3月2日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年2月27日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1998年2月26日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1998年2月25日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"1998年2月24日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1998年2月23日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1998年2月20日","8.2792","8.2792","8.2792","8.2792","-0.00%"
"1998年2月19日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1998年2月18日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年2月17日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年2月16日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1998年2月13日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1998年2月12日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1998年2月11日","8.2792","8.2792","8.2792","8.2792","0.00%"
"1998年2月10日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年2月9日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年2月6日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"1998年2月5日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1998年2月4日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年2月3日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年2月2日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年1月30日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年1月29日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年1月28日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1998年1月27日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"1998年1月26日","8.2789","8.2789","8.2789","8.2789","0.01%"
"1998年1月23日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"1998年1月22日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1998年1月21日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1998年1月20日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1998年1月19日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1998年1月16日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1998年1月15日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1998年1月14日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1998年1月13日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"1998年1月12日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1998年1月9日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1998年1月8日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1998年1月7日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年1月6日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1998年1月5日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1998年1月2日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1997年12月31日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1997年12月30日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1997年12月29日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1997年12月26日","8.2793","8.2793","8.2793","8.2793","0.00%"
"1997年12月25日","8.2793","8.2793","8.2793","8.2793","-0.01%"
"1997年12月24日","8.2799","8.2799","8.2799","8.2799","-0.00%"
"1997年12月23日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1997年12月22日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1997年12月19日","8.2797","8.2797","8.2797","8.2797","0.01%"
"1997年12月18日","8.2792","8.2792","8.2792","8.2792","0.00%"
"1997年12月17日","8.2791","8.2791","8.2791","8.2791","0.00%"
"1997年12月16日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"1997年12月15日","8.2788","8.2788","8.2788","8.2788","-0.01%"
